mol,stage,r_no,donor,acceptor,e2_kcal,de_au,f_au
mol_002_E,nbo,1.6119,CR ( 1) C 5,RY*( 2) C 4,1.28,11.4,0.108
mol_002_E,nbo,1.6119,CR ( 1) C 5,RY*( 2) C 6,1.64,11.89,0.125
mol_002_E,nbo,1.6119,CR ( 1) C 5,RY*( 1) H 18,0.53,11.44,0.07
mol_002_E,nbo,1.6119,CR ( 1) C 5,BD*( 1) C 3 - C 4,0.7,10.78,0.078
mol_002_E,nbo,1.6119,CR ( 1) C 5,BD*( 1) C 6 - C 7,0.8,10.81,0.084
mol_002_E,nbo,1.6119,CR ( 1) C 5,BD*( 1) C 6 - C 11,1.21,10.72,0.102
mol_002_E,nbo,1.6119,CR ( 1) C 6,RY*( 2) C 5,1.42,11.42,0.114
mol_002_E,nbo,1.6119,CR ( 1) C 6,RY*( 1) C 7,0.66,11.7,0.079
mol_002_E,nbo,1.6119,CR ( 1) C 6,RY*( 2) C 7,1.45,11.57,0.116
mol_002_E,nbo,1.6119,CR ( 1) C 6,RY*( 3) C 11,1.29,11.23,0.108
mol_002_E,nbo,1.6119,CR ( 1) C 6,BD*( 1) C 6 - C 7,1.03,10.81,0.095
mol_002_E,nbo,1.6119,CR ( 1) C 6,BD*( 1) C 7 - C 8,0.83,10.84,0.085
mol_002_E,nbo,1.6119,CR ( 1) C 6,BD*( 1) C 11 - N 12,0.64,10.77,0.074
mol_002_E,nbo,1.6119,CR ( 1) C 7,RY*( 1) C 6,1.81,11.55,0.129
mol_002_E,nbo,1.6119,CR ( 1) C 7,RY*( 2) C 8,1.38,11.71,0.113
mol_002_E,nbo,1.6119,CR ( 1) C 7,RY*( 3) C 9,1.08,11.17,0.098
mol_002_E,nbo,1.6119,CR ( 1) C 7,BD*( 1) C 3 - C 8,0.61,10.81,0.073
mol_002_E,nbo,1.6119,CR ( 1) C 7,BD*( 1) C 5 - C 6,0.94,10.8,0.091
mol_002_E,nbo,1.6119,CR ( 1) C 7,BD*( 1) C 6 - C 7,0.63,10.82,0.074
mol_002_E,nbo,1.6119,CR ( 1) C 7,BD*( 1) C 6 - C 11,0.53,10.74,0.068
mol_002_E,nbo,1.6119,CR ( 1) C 8,RY*( 1) C 3,1.7,11.5,0.125
mol_002_E,nbo,1.6119,CR ( 1) C 8,RY*( 2) C 3,0.7,11.96,0.082
mol_002_E,nbo,1.6119,CR ( 1) C 8,RY*( 2) C 7,1.18,11.56,0.104
mol_002_E,nbo,1.6119,CR ( 1) C 8,RY*( 5) C 7,1.05,11.48,0.098
mol_002_E,nbo,1.6119,CR ( 1) C 8,BD*( 1) O 2 - C 3,0.61,10.64,0.073
mol_002_E,nbo,1.6119,CR ( 1) C 8,BD*( 1) C 3 - C 4,0.76,10.76,0.081
mol_002_E,nbo,1.6119,CR ( 1) C 8,BD*( 1) C 6 - C 7,0.87,10.79,0.087
mol_002_E,nbo,1.6119,CR ( 1) C 8,BD*( 1) C 7 - C 8,0.58,10.83,0.071
mol_002_E,nbo,1.6119,CR ( 1) C 8,BD*( 1) C 7 - C 9,1.09,10.65,0.097
mol_002_E,nbo,1.6119,CR ( 1) C 9,RY*( 1) C 7,1.24,11.7,0.108
mol_002_E,nbo,1.6119,CR ( 1) C 9,BD*( 1) C 7 - C 8,0.88,10.85,0.088
mol_002_E,nbo,1.6119,CR ( 1) C 10,RY*( 1) C 9,0.58,10.96,0.071
mol_002_E,nbo,1.6119,CR ( 1) C 10,RY*( 1) C 11,0.74,11.16,0.081
mol_002_E,nbo,1.6119,CR ( 1) C 10,RY*( 3) C 11,0.67,11.26,0.077
mol_002_E,nbo,1.6119,CR ( 1) C 10,BD*( 1) C 11 - N 12,0.75,10.81,0.08
mol_002_E,nbo,1.6119,CR ( 1) C 11,RY*( 1) C 6,0.57,11.63,0.073
mol_002_E,nbo,1.6119,CR ( 1) C 11,RY*( 2) C 6,0.57,11.99,0.074
mol_002_E,nbo,1.6119,CR ( 1) C 11,RY*( 5) C 6,0.52,11.21,0.068
mol_002_E,nbo,1.6119,CR ( 1) C 11,RY*( 3) C 10,0.97,11.41,0.094
mol_002_E,nbo,1.6119,CR ( 1) C 11,RY*( 4) N 12,0.9,11.23,0.09
mol_002_E,nbo,1.6119,CR ( 1) C 11,BD*( 1) C 5 - C 6,1.05,10.88,0.096
mol_002_E,nbo,1.6119,CR ( 1) C 11,BD*( 1) C 6 - C 11,0.7,10.82,0.078
mol_002_E,nbo,1.6119,CR ( 1) N 12,RY*( 1) C 11,5.33,15.32,0.256
mol_002_E,nbo,1.6119,CR ( 1) N 12,BD*( 1) C 10 - C 11,1.09,14.8,0.114
mol_002_E,nbo,1.6119,CR ( 1) N 12,BD*( 1) N 12 - O 13,1.6,14.39,0.138
mol_002_E,nbo,1.6119,CR ( 1) O 13,RY*( 3) H 24,0.96,21.27,0.127
mol_002_E,nbo,1.6119,CR ( 1) O 13,RY*( 3) H 25,0.96,21.27,0.127
mol_002_E,nbo,1.6119,LP ( 1) O 2,RY*( 1) C 1,2.73,2.0,0.067
mol_002_E,nbo,1.6119,LP ( 1) O 2,RY*( 1) C 3,3.69,1.97,0.077
mol_002_E,nbo,1.6119,LP ( 1) O 2,RY*( 4) C 3,0.74,2.6,0.04
mol_002_E,nbo,1.6119,LP ( 1) O 2,BD*( 1) C 1 - H 14,3.6,1.12,0.057
mol_002_E,nbo,1.6119,LP ( 1) O 2,BD*( 1) C 1 - H 15,0.8,1.09,0.027
mol_002_E,nbo,1.6119,LP ( 1) O 2,BD*( 1) C 1 - H 16,0.8,1.09,0.027
mol_002_E,nbo,1.6119,LP ( 1) O 2,BD*( 1) C 3 - C 4,1.41,1.23,0.037
mol_002_E,nbo,1.6119,LP ( 1) O 2,BD*( 1) C 3 - C 8,8.68,1.25,0.093
mol_002_E,nbo,1.6119,LP ( 2) O 2,RY*( 2) C 1,1.98,1.95,0.058
mol_002_E,nbo,1.6119,LP ( 2) O 2,RY*( 3) C 3,3.66,2.07,0.082
mol_002_E,nbo,1.6119,LP ( 2) O 2,BD*( 1) C 1 - H 15,6.0,0.86,0.067
mol_002_E,nbo,1.6119,LP ( 2) O 2,BD*( 1) C 1 - H 16,6.0,0.86,0.067
mol_002_E,nbo,1.6119,LP ( 2) O 2,BD*( 2) C 3 - C 8,53.7,0.46,0.145
mol_002_E,nbo,1.6119,LP ( 1) N 12,RY*( 1) C 11,10.0,1.62,0.114
mol_002_E,nbo,1.6119,LP ( 1) N 12,RY*( 17) C 11,0.55,3.47,0.039
mol_002_E,nbo,1.6119,LP ( 1) N 12,BD*( 1) C 10 - C 11,7.66,1.11,0.082
mol_002_E,nbo,1.6119,LP ( 1) O 13,RY*( 1) H 24,1.58,2.52,0.056
mol_002_E,nbo,1.6119,LP ( 1) O 13,RY*( 1) H 25,1.58,2.52,0.056
mol_002_E,nbo,1.6119,LP ( 1) O 13,BD*( 1) C 6 - C 11,1.09,1.33,0.034
mol_002_E,nbo,1.6119,LP ( 1) O 13,BD*( 1) C 9 - C 10,0.61,1.2,0.024
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 2) O 2,0.58,0.77,0.045
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 3) C 3,0.6,1.61,0.065
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 8) C 3,0.89,0.61,0.049
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 4) C 4,0.67,0.8,0.049
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 3) C 8,2.04,0.5,0.067
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,RY*( 9) C 8,0.93,0.93,0.062
mol_002_E,nbo,1.6119,BD*( 2) C 3 - C 8,BD*( 2) C 4 - C 5,108.27,0.03,0.092
mol_002_E,nbo,1.6119,BD*( 2) C 4 - C 5,RY*( 5) C 4,0.8,1.4,0.092
mol_002_E,nbo,1.6119,BD*( 2) C 4 - C 5,RY*( 6) C 5,1.23,0.97,0.094
mol_002_E,nbo,1.6119,BD*( 2) C 4 - C 5,RY*( 11) C 5,0.64,0.49,0.048
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,RY*( 3) C 5,0.57,1.04,0.047
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,RY*( 3) C 6,2.47,0.62,0.076
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,RY*( 3) C 7,1.18,1.37,0.078
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,RY*( 8) C 7,0.74,1.43,0.063
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,RY*( 3) C 8,1.26,0.51,0.049
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,BD*( 2) C 4 - C 5,106.75,0.03,0.093
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,BD*( 1) C 9 - H 20,1.77,0.4,0.051
mol_002_E,nbo,1.6119,BD*( 2) C 6 - C 7,BD*( 1) C 9 - H 21,1.77,0.4,0.051
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,RY*( 2) C 11,1.41,1.66,0.118
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,RY*( 8) C 11,1.12,0.94,0.08
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,RY*( 2) N 12,1.71,0.69,0.084
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,BD*( 2) C 6 - C 7,75.2,0.04,0.082
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,BD*( 1) C 10 - H 22,1.34,0.43,0.057
mol_002_E,nbo,1.6119,BD*( 2) C 11 - N 12,BD*( 1) C 10 - H 23,1.34,0.43,0.057
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - O 2,RY*( 1) C 3,0.9,2.27,0.04
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - O 2,RY*( 2) C 3,1.98,2.73,0.066
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - O 2,BD*( 1) C 3 - C 4,3.27,1.53,0.063
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 14,RY*( 1) O 2,0.52,1.4,0.024
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 14,RY*( 3) O 2,0.76,2.02,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 14,BD*( 1) O 2 - C 3,4.05,1.09,0.06
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 15,RY*( 2) O 2,0.74,1.45,0.029
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 15,BD*( 1) C 1 - O 2,0.6,0.99,0.022
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 16,RY*( 2) O 2,0.74,1.45,0.029
mol_002_E,scan_1,1.6119,BD ( 1) C 1 - H 16,BD*( 1) C 1 - O 2,0.6,0.99,0.022
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,RY*( 3) C 1,1.6,1.98,0.05
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,RY*( 1) C 4,0.83,2.36,0.04
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,BD*( 1) C 3 - C 4,0.67,1.66,0.03
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,BD*( 1) C 3 - C 8,0.88,1.68,0.035
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,BD*( 1) C 4 - C 5,1.2,1.74,0.041
mol_002_E,scan_1,1.6119,BD ( 1) O 2 - C 3,BD*( 1) C 7 - C 8,1.0,1.72,0.037
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,RY*( 1) O 2,1.33,1.59,0.041
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,RY*( 1) C 5,0.58,2.01,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,RY*( 2) C 5,2.01,2.04,0.058
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,RY*( 2) C 8,1.41,2.32,0.051
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 1 - O 2,4.24,1.17,0.063
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) O 2 - C 3,0.71,1.28,0.027
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 3 - C 8,3.57,1.42,0.064
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 4 - C 5,2.85,1.48,0.058
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 4 - H 17,0.82,1.31,0.029
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 5 - H 18,2.78,1.3,0.054
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 4,BD*( 1) C 8 - H 19,2.67,1.3,0.053
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,RY*( 1) O 2,0.91,1.61,0.034
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,RY*( 1) C 4,1.45,2.13,0.05
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,RY*( 2) C 4,0.64,2.05,0.032
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,RY*( 1) C 7,1.07,2.34,0.045
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,RY*( 2) C 7,1.17,2.22,0.046
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) O 2 - C 3,0.57,1.3,0.024
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 3 - C 4,3.62,1.42,0.064
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 4 - H 17,1.78,1.33,0.044
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 7 - C 8,4.52,1.49,0.073
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 7 - C 9,4.91,1.31,0.072
mol_002_E,scan_1,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 8 - H 19,1.32,1.32,0.037
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,RY*( 2) O 2,1.32,1.16,0.039
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,RY*( 4) C 4,1.33,1.19,0.039
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,RY*( 4) C 7,0.54,1.63,0.029
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,RY*( 8) C 7,0.68,1.81,0.035
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,RY*( 3) C 8,0.62,0.89,0.023
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 3 - C 8,1.74,0.39,0.023
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 4 - C 5,19.45,0.41,0.084
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 6 - C 7,54.24,0.38,0.13
mol_002_E,scan_1,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 11 - N 12,0.58,0.34,0.013
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,RY*( 1) C 3,1.61,2.17,0.053
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,RY*( 2) C 3,0.79,2.63,0.041
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,RY*( 1) C 6,2.53,2.19,0.067
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) O 2 - C 3,2.91,1.31,0.055
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 3 - C 4,2.67,1.43,0.055
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 4 - H 17,1.53,1.34,0.041
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 6,3.77,1.44,0.066
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 5 - H 18,1.3,1.33,0.037
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 6 - C 11,5.06,1.38,0.075
mol_002_E,scan_1,1.6119,BD ( 2) C 4 - C 5,RY*( 5) C 3,0.66,2.03,0.035
mol_002_E,scan_1,1.6119,BD ( 2) C 4 - C 5,RY*( 3) C 6,0.75,1.01,0.026
mol_002_E,scan_1,1.6119,BD ( 2) C 4 - C 5,RY*( 4) C 6,0.52,2.06,0.031
mol_002_E,scan_1,1.6119,BD ( 2) C 4 - C 5,BD*( 2) C 3 - C 8,33.75,0.4,0.106
mol_002_E,scan_1,1.6119,BD ( 2) C 4 - C 5,BD*( 2) C 6 - C 7,24.01,0.39,0.09
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,RY*( 1) C 3,0.5,1.95,0.028
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,RY*( 2) C 3,0.65,2.41,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,RY*( 1) C 5,1.18,1.82,0.042
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,RY*( 4) C 5,0.57,2.14,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) O 2 - C 3,1.76,1.09,0.039
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 3 - C 4,0.54,1.22,0.023
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 3 - C 8,4.77,1.24,0.069
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 4 - C 5,1.39,1.3,0.038
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 5 - C 6,4.14,1.23,0.064
mol_002_E,scan_1,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 5 - H 18,0.79,1.12,0.027
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,RY*( 1) C 4,0.56,2.12,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,RY*( 2) C 4,2.62,2.04,0.066
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,RY*( 2) C 7,0.75,2.21,0.037
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,RY*( 1) C 11,0.87,1.76,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 4 - C 5,3.17,1.49,0.062
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 4 - H 17,2.74,1.32,0.054
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 5 - H 18,0.97,1.31,0.032
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 7,6.46,1.44,0.086
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 11,4.63,1.36,0.071
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 7 - C 9,2.35,1.3,0.049
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 10 - C 11,1.53,1.24,0.039
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,RY*( 1) C 4,1.46,1.93,0.048
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,RY*( 1) C 6,0.68,1.99,0.033
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,RY*( 2) C 6,1.11,2.35,0.046
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 3 - C 4,4.24,1.23,0.065
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 4 - C 5,1.37,1.31,0.038
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 4 - H 17,0.74,1.14,0.026
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 5 - C 6,0.71,1.24,0.027
mol_002_E,scan_1,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 6 - C 7,4.67,1.26,0.069
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 5,0.97,2.01,0.04
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 2) C 5,0.57,2.04,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 8,1.87,2.04,0.056
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 2) C 8,0.52,2.32,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 9,0.91,1.56,0.034
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,RY*( 3) C 11,0.73,1.86,0.033
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 6,5.64,1.42,0.08
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 5 - H 18,2.23,1.31,0.048
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 6 - C 11,3.11,1.35,0.058
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 7 - C 8,3.84,1.47,0.067
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 7 - C 9,1.52,1.29,0.04
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 8 - H 19,2.83,1.3,0.054
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 9 - H 20,0.54,1.26,0.023
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 9 - H 21,0.54,1.26,0.023
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 11 - N 12,3.49,1.4,0.063
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,RY*( 3) C 5,1.76,1.42,0.049
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,RY*( 3) C 8,1.78,0.89,0.039
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,RY*( 2) C 11,1.13,2.01,0.047
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,RY*( 8) C 11,0.59,1.29,0.027
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 3 - C 8,19.81,0.39,0.079
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 4 - C 5,28.3,0.42,0.101
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 6 - C 7,1.13,0.38,0.019
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 1) C 9 - H 20,2.87,0.79,0.047
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 1) C 9 - H 21,2.87,0.79,0.047
mol_002_E,scan_1,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 11 - N 12,55.2,0.35,0.127
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 5,1.33,2.01,0.047
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 7,1.79,2.33,0.059
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 10,1.11,1.57,0.038
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,RY*( 1) N 12,1.05,1.84,0.04
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 4 - C 5,0.99,1.49,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 5 - C 6,3.75,1.42,0.066
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 6 - C 7,2.64,1.44,0.055
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 7 - C 8,3.77,1.47,0.067
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - C 11,1.48,1.24,0.039
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - H 22,0.53,1.25,0.023
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - H 23,0.53,1.25,0.023
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 11 - N 12,2.8,1.4,0.057
mol_002_E,scan_1,1.6119,BD ( 1) C 6 - C 11,BD*( 1) N 12 - O 13,12.63,0.83,0.091
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,RY*( 2) C 3,2.23,2.63,0.069
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,RY*( 2) C 6,1.33,2.55,0.052
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,RY*( 1) C 9,0.74,1.58,0.031
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) O 2 - C 3,4.37,1.31,0.068
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 3 - C 8,3.77,1.45,0.066
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 6 - C 7,4.55,1.46,0.073
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 6 - C 11,2.59,1.38,0.053
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 7 - C 9,2.34,1.32,0.05
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 8 - H 19,1.9,1.32,0.045
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 9 - C 10,0.59,1.25,0.024
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,RY*( 1) C 6,0.74,2.11,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,RY*( 2) C 6,0.82,2.47,0.04
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,RY*( 1) C 8,1.58,1.98,0.05
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,RY*( 4) C 8,0.54,1.89,0.029
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,RY*( 3) C 10,0.81,1.88,0.035
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 3 - C 8,2.15,1.37,0.049
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 5 - C 6,4.3,1.36,0.068
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 6 - C 7,1.73,1.38,0.044
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 7 - C 8,2.75,1.41,0.056
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - C 10,0.62,1.16,0.024
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - H 20,0.72,1.2,0.026
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - H 21,0.72,1.2,0.026
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - C 11,0.85,1.18,0.028
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - H 22,0.71,1.19,0.026
mol_002_E,scan_1,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - H 23,0.71,1.19,0.026
mol_002_E,scan_1,1.6119,BD ( 1) C 8 - H 19,RY*( 1) C 3,1.44,1.97,0.048
